                           Name,Observed.Clock.Today,Predicted.Clock.Today,Observed.ExtraVariables.Script.AccumTtemerg,Predicted.ExtraVariables.Script.AccumTtemerg,Observed.Potato.Leaf.Live.Wt,Predicted.Potato.Leaf.Live.Wt,Observed.Potato.Stem.Live.Wt,Predicted.Potato.Stem.Live.Wt,Observed.Potato.Tuber.Live.Wt,Predicted.Potato.Tuber.Live.Wt,Observed.Potato.Stem.Live.N,Predicted.Potato.Stem.Live.N,Observed.Potato.Tuber.Live.N,Predicted.Potato.Tuber.Live.N,Observed.Potato.Leaf.LAI,Predicted.Potato.Leaf.LAI,Observed.Potato.Leaf.SpecificArea,Predicted.Potato.Leaf.SpecificArea,Observed.PotatoHarvestRule.Script.FinalTag,Predicted.PotatoHarvestRule.Script.FinalTag,Observed.Potato.Tuber.LiveFWt,Predicted.Potato.Tuber.LiveFWt
ParillaSowing23NovNitrogenhighN,          2008-03-05,           2008-03-05,                                    858.080,                                     858.084,                            ,                       63.731,                            ,                       87.048,                      547.850,                       586.119,                           ,                       3.369,                       9.920,                       11.725,                        ,                    2.009,                                 ,                         31523.070,                                     yield,                                      yield,                     3005.810,                      3084.839
 ParillaSowing23NovNitrogenlowN,          2007-11-23,           2007-11-23,                                      0.000,                                       0.000,                            ,                        0.000,                            ,                        0.000,                             ,                         0.000,                           ,                       0.000,                            ,                        0.000,                        ,                    0.000,                                 ,                             0.000,                                          ,                                           ,                             ,                         0.000
 ParillaSowing23NovNitrogenlowN,          2008-01-14,           2008-01-14,                                    262.760,                                     262.758,                     105.360,                       25.990,                      24.730,                       16.298,                        0.000,                         0.000,                      0.730,                       0.574,                       0.000,                        0.000,                        ,                    0.697,                                 ,                         26833.168,                                          ,                                           ,                        0.000,                         0.000
 ParillaSowing23NovNitrogenlowN,          2008-01-29,           2008-01-29,                                    439.270,                                     439.267,                     126.350,                       46.468,                      48.720,                       34.739,                      130.830,                       100.358,                      0.590,                       0.779,                       1.790,                        1.271,                        ,                    1.494,                                 ,                         32143.201,                                          ,                                           ,                      899.780,                       829.431
 ParillaSowing23NovNitrogenlowN,          2008-02-13,           2008-02-13,                                    616.280,                                     616.281,                     120.030,                       65.683,                      42.350,                       52.128,                      318.550,                       286.690,                      0.540,                       0.968,                       3.740,                        3.222,                        ,                    2.120,                                 ,                         32272.989,                                          ,                                           ,                     1872.230,                      1927.318
 ParillaSowing23NovNitrogenlowN,          2008-02-28,           2008-02-28,                                    795.110,                                     795.107,                     132.970,                       64.277,                      42.540,                       61.749,                      391.500,                       498.338,                      0.370,                       1.135,                       5.040,                        6.251,                        ,                    2.056,                                 ,                         31984.061,                                          ,                                           ,                     2008.930,                      2622.833
 ParillaSowing23NovNitrogenlowN,          2008-03-05,           2008-03-05,                                    858.080,                                     858.084,                            ,                       61.145,                            ,                       65.242,                      493.950,                       572.246,                           ,                       1.310,                       7.100,                        7.902,                        ,                    1.952,                                 ,                         31927.235,                                     yield,                                      yield,                     2576.310,                      3011.821
 ParillaSowing23NovNitrogenmedN,          2007-11-23,           2007-11-23,                                      0.000,                                       0.000,                            ,                        0.000,                            ,                        0.000,                             ,                         0.000,                           ,                       0.000,                            ,                        0.000,                        ,                    0.000,                                 ,                             0.000,                                          ,                                           ,                             ,                         0.000
 ParillaSowing23NovNitrogenmedN,          2008-01-14,           2008-01-14,                                    262.760,                                     262.758,                     109.320,                       27.539,                      28.910,                       22.725,                        0.000,                         0.000,                      1.120,                       1.051,                       0.000,                        0.000,                        ,                    0.739,                                 ,                         26819.286,                                          ,                                           ,                        0.000,                         0.000
 ParillaSowing23NovNitrogenmedN,          2008-01-29,           2008-01-29,                                    439.270,                                     439.267,                     141.140,                       51.813,                      64.760,                       55.876,                      121.330,                       104.926,                      1.180,                       2.528,                       2.160,                        2.318,                        ,                    1.641,                                 ,                         31677.463,                                          ,                                           ,                      908.430,                       867.190
 ParillaSowing23NovNitrogenmedN,          2008-02-13,           2008-02-13,                                    616.280,                                     616.281,                     139.170,                       69.298,                      78.790,                       73.846,                      336.740,                       297.216,                      1.170,                       2.947,                       5.030,                        5.949,                        ,                    2.211,                                 ,                         31902.187,                                          ,                                           ,                     1946.640,                      1998.083
 ParillaSowing23NovNitrogenmedN,          2008-02-28,           2008-02-28,                                    795.110,                                     795.107,                     156.010,                       67.151,                      74.260,                       83.540,                      480.020,                       511.525,                      0.810,                       2.915,                       7.590,                        9.866,                        ,                    2.122,                                 ,                         31599.198,                                          ,                                           ,                     2526.300,                      2692.236
 ParillaSowing23NovNitrogenmedN,          2008-03-05,           2008-03-05,                                    858.080,                                     858.084,                            ,                       63.731,                            ,                       87.048,                      541.180,                       586.119,                           ,                       3.143,                       8.710,                       11.641,                        ,                    2.009,                                 ,                         31523.070,                                     yield,                                      yield,                     2864.570,                      3084.839
 ParillaSowing3DecNitrogenhighN,          2008-01-14,           2008-01-14,                                    157.260,                                     157.264,                      33.610,                        8.756,                       7.570,                        5.191,                        0.000,                         0.000,                      0.360,                       0.234,                            ,                        0.000,                        ,                    0.270,                                 ,                         30833.371,                                          ,                                           ,                        0.000,                         0.000
 ParillaSowing3DecNitrogenhighN,          2008-01-29,           2008-01-29,                                    333.770,                                     333.773,                     128.480,                       40.867,                      55.310,                       39.205,                       29.790,                        27.560,                      2.220,                       1.876,                       0.610,                        0.630,                        ,                    1.282,                                 ,                         31374.685,                                          ,                                           ,                      442.970,                       260.890
 ParillaSowing3DecNitrogenhighN,          2008-02-13,           2008-02-13,                                    510.790,                                     510.787,                     170.160,                       69.287,                      90.570,                       68.217,                      168.100,                       187.246,                      2.750,                       2.721,                       3.230,                        3.642,                        ,                    2.227,                                 ,                         32135.333,                                          ,                                           ,                     1060.700,                      1453.771
 ParillaSowing3DecNitrogenhighN,          2008-02-28,           2008-02-28,                                    689.610,                                     689.613,                     236.530,                       75.777,                     163.200,                       80.492,                      447.030,                       398.497,                      3.920,                       3.467,                       6.930,                        8.448,                        ,                    2.422,                                 ,                         31956.903,                                          ,                                           ,                     2754.710,                      2418.062
 ParillaSowing3DecNitrogenhighN,          2007-12-03,           2007-12-03,                                      0.000,                                       0.000,                            ,                        0.000,                            ,                        0.000,                             ,                         0.000,                           ,                       0.000,                            ,                        0.000,                        ,                    0.000,                                 ,                             0.000,                                          ,                                           ,                             ,                         0.000
 ParillaSowing3DecNitrogenhighN,          2008-04-14,           2008-04-14,                                   1178.970,                                    1178.965,                            ,                       27.716,                            ,                      105.164,                      820.510,                       812.225,                           ,                       3.508,                      13.860,                       15.149,                        ,                    0.853,                                 ,                         30772.130,                                     yield,                                      yield,                     4421.510,                      4274.868
  ParillaSowing3DecNitrogenlowN,          2008-01-14,           2008-01-14,                                    157.260,                                     157.264,                      39.560,                        6.549,                       9.720,                        2.506,                        0.000,                         0.000,                      0.440,                       0.104,                            ,                        0.000,                        ,                    0.215,                                 ,                         32812.663,                                          ,                                           ,                        0.000,                         0.000
  ParillaSowing3DecNitrogenlowN,          2008-01-29,           2008-01-29,                                    333.770,                                     333.773,                     106.390,                       18.986,                      42.540,                        5.624,                       28.570,                        15.497,                      1.550,                       0.102,                       0.590,                        0.272,                        ,                    0.685,                                 ,                         36054.306,                                          ,                                           ,                      403.170,                       146.697
  ParillaSowing3DecNitrogenlowN,          2008-02-13,           2008-02-13,                                    510.790,                                     510.787,                     145.140,                       51.641,                      75.490,                       29.974,                      204.040,                       141.237,                      1.650,                       0.713,                       3.140,                        1.918,                        ,                    1.792,                                 ,                         34702.022,                                          ,                                           ,                     1302.950,                      1096.557
  ParillaSowing3DecNitrogenlowN,          2008-02-28,           2008-02-28,                                    689.610,                                     689.613,                     199.650,                       61.582,                     117.870,                       42.210,                      568.920,                       336.274,                      1.350,                       1.238,                       6.070,                        5.459,                        ,                    2.098,                                 ,                         34060.541,                                          ,                                           ,                     3175.180,                      2040.499
  ParillaSowing3DecNitrogenlowN,          2007-12-03,           2007-12-03,                                      0.000,                                       0.000,                            ,                        0.000,                            ,                        0.000,                             ,                         0.000,                           ,                       0.000,                            ,                        0.000,                        ,                    0.000,                                 ,                             0.000,                                          ,                                           ,                             ,                         0.000
  ParillaSowing3DecNitrogenlowN,          2008-04-14,           2008-04-14,                                   1178.970,                                    1178.965,                            ,                       31.367,                            ,                       69.005,                     1014.170,                       744.666,                           ,                       2.296,                      12.680,                       13.889,                        ,                    0.987,                                 ,                         31452.245,                                     yield,                                      yield,                     5175.150,                      3919.295
  ParillaSowing3DecNitrogenmedN,          2008-01-14,           2008-01-14,                                    157.260,                                     157.264,                      31.280,                        8.642,                       6.410,                        3.821,                        0.000,                         0.000,                      0.310,                       0.124,                            ,                        0.000,                        ,                    0.267,                                 ,                         30945.837,                                          ,                                           ,                        0.000,                         0.000
  ParillaSowing3DecNitrogenmedN,          2008-01-29,           2008-01-29,                                    333.770,                                     333.773,                     127.700,                       39.261,                      44.800,                       35.143,                       22.700,                        26.954,                      1.700,                       0.984,                       0.470,                        0.498,                        ,                    1.226,                                 ,                         31222.630,                                          ,                                           ,                      354.720,                       255.159
  ParillaSowing3DecNitrogenmedN,          2008-02-13,           2008-02-13,                                    510.790,                                     510.787,                     207.530,                       68.254,                     111.870,                       63.674,                      210.570,                       184.187,                      3.100,                       2.466,                       3.440,                        3.480,                        ,                    2.191,                                 ,                         32106.703,                                          ,                                           ,                     1373.890,                      1430.024
  ParillaSowing3DecNitrogenmedN,          2008-02-28,           2008-02-28,                                    689.610,                                     689.613,                     233.960,                       74.974,                     150.260,                       75.882,                      476.380,                       394.353,                      2.940,                       3.163,                       6.810,                        8.360,                        ,                    2.394,                                 ,                         31929.179,                                          ,                                           ,                     2891.400,                      2392.916
  ParillaSowing3DecNitrogenmedN,          2007-12-03,           2007-12-03,                                      0.000,                                       0.000,                            ,                        0.000,                            ,                        0.000,                             ,                         0.000,                           ,                       0.000,                            ,                        0.000,                        ,                    0.000,                                 ,                             0.000,                                          ,                                           ,                             ,                         0.000
  ParillaSowing3DecNitrogenmedN,          2008-04-14,           2008-04-14,                                   1178.970,                                    1178.965,                            ,                       27.900,                            ,                      100.520,                      933.180,                       807.192,                           ,                       3.345,                      13.740,                       15.055,                        ,                    0.859,                                 ,                         30793.950,                                     yield,                                      yield,                     4997.820,                      4248.378
          PotatoCultivarBurbank,          2003-11-24,           2003-11-24,                                           ,                                     131.398,                      14.950,                        8.106,                       9.810,                        7.558,                        0.000,                         0.000,                           ,                       0.420,                            ,                        0.000,                   0.330,                    0.250,                        22174.820,                         30788.831,                                          ,                                           ,                        0.140,                         0.000
          PotatoCultivarBurbank,          2003-12-08,           2003-12-08,                                           ,                                     284.051,                      68.870,                       46.800,                      43.980,                       36.948,                       19.060,                         0.000,                           ,                       1.867,                            ,                        0.000,                   1.680,                    1.243,                        24386.080,                         26557.329,                                          ,                                           ,                      147.540,                         0.000
          PotatoCultivarBurbank,          2003-12-21,           2003-12-21,                                           ,                                     443.375,                     127.630,                      128.783,                      88.260,                       74.874,                      174.680,                       141.687,                      3.030,                       2.475,                       2.690,                        2.435,                   3.450,                    3.484,                        27057.420,                         27056.035,                                          ,                                           ,                     1070.010,                       973.717
          PotatoCultivarBurbank,          2004-01-06,           2004-01-06,                                           ,                                     636.447,                     190.630,                      201.057,                     167.730,                      116.097,                      522.670,                       413.991,                           ,                       3.043,                            ,                        6.309,                   5.300,                    6.007,                        27758.270,                         29879.387,                                          ,                                           ,                     2730.320,                      2519.946
          PotatoCultivarBurbank,          2004-01-19,           2004-01-19,                                           ,                                     810.092,                     144.670,                      195.298,                     185.110,                      140.364,                      580.490,                       658.337,                      4.760,                       2.889,                       8.120,                        9.361,                   4.010,                    5.954,                        27613.230,                         30485.368,                                          ,                                           ,                     3312.160,                      3544.891
          PotatoCultivarBurbank,          2004-02-02,           2004-02-02,                                           ,                                    1006.390,                      97.040,                      157.335,                     175.190,                      156.743,                     1011.380,                       910.869,                      3.410,                       2.678,                      13.690,                       12.494,                   3.110,                    4.828,                        32343.080,                         30688.969,                                          ,                                           ,                     5234.550,                      4308.164
          PotatoCultivarBurbank,          2004-02-18,           2004-02-18,                                           ,                                    1214.393,                      56.770,                      116.147,                     202.450,                      169.898,                     1282.810,                      1213.104,                      2.910,                       2.239,                      19.180,                       15.592,                   1.970,                    3.587,                        35246.430,                         30885.739,                                          ,                                           ,                     6427.020,                      5514.109
          PotatoCultivarBurbank,          2004-03-01,           2004-03-01,                                           ,                                    1358.462,                      42.060,                       79.668,                     249.170,                      181.604,                     1227.060,                      1422.093,                           ,                       2.024,                            ,                       17.592,                   1.480,                    2.459,                        35189.410,                         30869.879,                                          ,                                           ,                     6977.310,                      6464.061
          PotatoCultivarBurbank,          2004-03-15,           2004-03-15,                                           ,                                    1526.172,                       9.880,                       38.282,                     139.360,                      193.320,                     1387.030,                      1593.090,                           ,                       1.909,                            ,                       19.569,                   0.410,                    1.161,                        25337.320,                         30329.193,                                          ,                                           ,                     7368.150,                      7241.318
          PotatoCultivarBurbank,          2004-03-30,           2004-03-30,                                           ,                                    1687.054,                       0.000,                       19.465,                      50.270,                      202.078,                     1382.290,                      1697.061,                      0.600,                       1.690,                      18.830,                       20.649,                        ,                    0.556,                                 ,                         28554.978,                                          ,                                           ,                     7614.270,                      7713.915
          PotatoCultivarBurbank,          2004-04-13,           2004-04-13,                                           ,                                    1797.150,                       0.000,                       13.023,                       0.000,                      206.777,                     1370.030,                      1742.674,                           ,                       1.568,                            ,                       21.199,                        ,                    0.357,                                 ,                         27380.124,                                          ,                                           ,                     7387.700,                      7921.247
          PotatoCultivarBurbank,          2004-06-01,           2004-06-01,                                           ,                                    2221.433,                            ,                        0.000,                            ,                      210.312,                     1597.300,                      1772.682,                           ,                       1.417,                      21.400,                       21.846,                        ,                    0.000,                                 ,                             0.000,                                     yield,                                      yield,                     7530.180,                      8057.647
          PotatoCultivarHorizon,          2003-11-24,           2003-11-24,                                           ,                                     109.615,                      10.470,                        7.568,                       9.360,                        7.174,                        0.000,                         0.000,                           ,                       0.404,                            ,                        0.000,                   0.230,                    0.254,                        21601.850,                         33577.405,                                          ,                                           ,                        0.000,                         0.000
          PotatoCultivarHorizon,          2003-12-08,           2003-12-08,                                           ,                                     262.268,                      59.020,                       51.557,                      48.850,                       37.854,                       16.500,                         0.000,                           ,                       1.938,                            ,                        0.000,                   1.650,                    1.366,                        27802.689,                         26492.209,                                          ,                                           ,                      143.450,                         0.000
          PotatoCultivarHorizon,          2003-12-21,           2003-12-21,                                           ,                                     421.592,                     131.660,                      115.101,                     103.390,                       80.196,                      208.500,                       170.218,                      3.600,                       2.559,                       3.040,                        2.731,                   3.530,                    3.370,                        26551.100,                         29280.184,                                          ,                                           ,                     1591.750,                      1338.364
          PotatoCultivarHorizon,          2004-01-06,           2004-01-06,                                           ,                                     614.665,                     164.330,                      148.915,                     136.560,                      109.091,                      525.050,                       503.617,                           ,                       3.424,                            ,                        8.582,                   5.470,                    4.604,                        32073.350,                         30913.956,                                          ,                                           ,                     3164.200,                      3558.522
          PotatoCultivarHorizon,          2004-01-19,           2004-01-19,                                           ,                                     788.309,                     179.060,                      135.680,                     169.900,                      118.338,                      868.010,                       792.220,                      3.890,                       2.964,                      11.590,                       12.567,                   4.990,                    4.185,                        27711.150,                         30844.968,                                          ,                                           ,                     5227.790,                      5001.391
          PotatoCultivarHorizon,          2004-02-02,           2004-02-02,                                           ,                                     984.608,                      98.350,                      110.741,                     135.160,                      128.504,                     1243.580,                      1062.207,                      2.580,                       2.432,                      17.010,                       15.882,                   3.260,                    3.405,                        33217.230,                         30747.506,                                          ,                                           ,                     7662.190,                      6638.791
          PotatoCultivarHorizon,          2004-02-18,           2004-02-18,                                           ,                                    1192.610,                      59.840,                       56.071,                     124.270,                      145.119,                     1377.000,                      1331.711,                      1.440,                       2.173,                      18.880,                       19.305,                   1.660,                    1.703,                        27823.359,                         30377.359,                                          ,                                           ,                     8413.450,                      8323.191
          PotatoCultivarHorizon,          2004-03-01,           2004-03-01,                                           ,                                    1336.680,                      15.890,                       19.923,                     146.720,                      157.621,                     1519.720,                      1466.415,                           ,                       2.090,                            ,                       21.266,                   0.640,                    0.581,                        32436.939,                         29167.794,                                          ,                                           ,                     9376.300,                      9165.092
          PotatoCultivarHorizon,          2004-03-15,           2004-03-15,                                           ,                                    1504.389,                       0.000,                        1.285,                       4.520,                      158.303,                     1540.740,                      1511.542,                           ,                       1.566,                            ,                       23.075,                        ,                    0.037,                                 ,                         28930.049,                                          ,                                           ,                     9265.960,                      9447.138
          PotatoCultivarHorizon,          2004-03-30,           2004-03-30,                                           ,                                    1665.271,                       0.000,                        0.000,                       0.000,                      158.303,                     1485.490,                      1512.572,                           ,                       1.506,                      22.080,                       23.242,                        ,                    0.000,                                 ,                             0.000,                                          ,                                           ,                     9336.660,                      9453.578
          PotatoCultivarHorizon,          2004-04-13,           2004-04-13,                                           ,                                    1775.367,                       0.000,                        0.000,                       0.000,                      158.303,                     1714.520,                      1512.572,                           ,                       1.506,                            ,                       23.242,                        ,                    0.000,                                 ,                             0.000,                                          ,                                           ,                    10548.840,                      9453.578
          PotatoCultivarHorizon,          2004-06-01,           2004-06-01,                                           ,                                    2199.650,                            ,                        0.000,                            ,                      158.303,                     1609.120,                      1512.572,                           ,                       1.506,                      22.930,                       23.242,                        ,                    0.000,                                 ,                             0.000,                                     yield,                                      yield,                     9996.890,                      9453.578
        PotatoCultivarIlamHardy,          2003-11-24,           2003-11-24,                                           ,                                     109.615,                      24.650,                       10.843,                      21.040,                       10.214,                        0.000,                         0.000,                           ,                       0.575,                            ,                        0.000,                   0.560,                    0.370,                        22572.811,                         34121.347,                                          ,                                           ,                        0.000,                         0.000
        PotatoCultivarIlamHardy,          2003-12-08,           2003-12-08,                                           ,                                     262.268,                      89.090,                       72.150,                      82.470,                       46.818,                        5.280,                         0.000,                           ,                       2.272,                            ,                        0.000,                   2.450,                    1.914,                        27421.711,                         26533.005,                                          ,                                           ,                       40.120,                         0.000
        PotatoCultivarIlamHardy,          2003-12-21,           2003-12-21,                                           ,                                     421.592,                     160.590,                      121.221,                     154.660,                       82.607,                      120.620,                       206.169,                      5.470,                       2.820,                       2.120,                        3.483,                   4.930,                    3.796,                        30398.369,                         31318.858,                                          ,                                           ,                      791.910,                      1477.006
        PotatoCultivarIlamHardy,          2004-01-06,           2004-01-06,                                           ,                                     614.665,                     177.330,                      140.722,                     241.150,                      102.100,                      385.640,                       567.612,                           ,                       3.283,                            ,                        9.914,                   5.690,                    4.455,                        31906.770,                         31655.478,                                          ,                                           ,                     2187.640,                      3577.331
        PotatoCultivarIlamHardy,          2004-01-19,           2004-01-19,                                           ,                                     788.309,                     179.940,                      125.511,                     312.640,                      108.985,                      663.390,                       862.229,                      6.170,                       2.643,                      10.390,                       13.607,                   5.290,                    3.957,                        29316.539,                         31528.259,                                          ,                                           ,                     3768.620,                      4790.163
        PotatoCultivarIlamHardy,          2004-02-02,           2004-02-02,                                           ,                                     984.608,                     118.000,                       95.963,                     287.210,                      117.165,                      896.270,                      1133.502,                      4.160,                       2.166,                      12.170,                       16.907,                   4.040,                    3.009,                        34195.820,                         31355.300,                                          ,                                           ,                     5643.000,                      6297.234
