        Name,Clock.Today,ExtraVariables.Script.AccumPlantN,ExtraVariables.Script.AccumMineralisation,ExtraVariables.Script.AccumDenit,ExtraVariables.Script.AccumFert,ExtraVariables.Script.AccumLeach,ExtraVariables.Script.AccumDetach,ExtraVariables.Script.DeltaSoilOMN,ExtraVariables.Script.DeltaSurfaceOMN,ExtraVariables.Script.DeltaSoilMineralN,ExtraVariables.Script.SWC,ExtraVariables.Script.DUL,ExtraVariables.Script.OutFlowLat,ExtraVariables.Script.AccumEO,ExtraVariables.Script.AccumEP,ExtraVariables.Script.AccumES,ExtraVariables.Script.AccumDrainage,ExtraVariables.Script.AccumRunoff,ExtraVariables.Script.AccumRainfall,ExtraVariables.Script.AccumIrrigation,ExtraVariables.Script.AccumOutflowLat,ExtraVariables.Script.SoilWaterDeficit,ExtraVariables.Script.SoilNitrogenContent,ExtraVariables.Script.FomN,ExtraVariables.Script.HumN,ExtraVariables.Script.BiomN,ExtraVariables.Script.DltNMinRes,ExtraVariables.Script.DltNMinTot,MicroClimate.net_radn,MicroClimate.peta,MicroClimate.petr,Soil.SoilWater.Drainage,Soil.SoilWater.Runoff,Soil.SoilWater.Eo,Soil.SoilWater.Es,Soil.SoilWater.pond,Soil.SoilWater.SWmm(1),Soil.SoilWater.SWmm(2),Soil.SoilWater.SWmm(3),Soil.SoilWater.SWmm(4),Soil.SoilWater.SWmm(5),Soil.SoilWater.SWmm(6),Soil.NO3N(1),Soil.NO3N(2),Soil.NO3N(3),Soil.NO3N(4),Soil.NO3N(5),Soil.NO3N(6),MCSP.Leaf.Live.Wt,MCSP.Root.Live.Wt,MCSP.Product.Live.Wt,MCSP.Leaf.Live.N,MCSP.Root.Live.N,MCSP.Product.Live.N,MCSP.Leaf.Live.NConc,MCSP.Root.Live.NConc,MCSP.Product.Live.NConc,MCSP.Root.WaterSupply,MCSP.Root.WaterUptake,MCSP.Leaf.Transpiration,MCSP.Leaf.WaterDemand,MCSP.Root.Depth,MCSP.Leaf.CoverTotal,MCSP.Leaf.CoverDead,MCSP.Leaf.LAI,MCSP.Leaf.Height,MCSP.Leaf.PotentialBiomass.Value,MCSP.Product.LiveFWt,MCSP.OrganArbitrator.NDemand,MCSP.OrganArbitrator.NSupply,MCSP.Leaf.Fw,MCSP.Leaf.Fn,MCSP.Summariser.Total.Wt,MCSP.ExpectedYield.Value,MCSP.DryYield.Value,MCSP.TotalBiomassAtStartReproductive.Value,MCSP.TotalBiomassAtStartSenescence.Value,MCSP.Ymax.Value,MCSP.Summariser.Total.N,MCSP.OrganArbitrator.DMSupply,MCSP.OrganArbitrator.DMDemand,MCSP.Phenology.AccumulatedThermalTime.Value
MCSPTestBase, 1998-12-05,                           -9.036,                                    3.942,                          -2.855,                         50.000,                          -7.853,                            0.000,                            14.443,                               -4.741,                                 20.553,                  232.101,                  285.000,                           0.000,                     -202.444,                      -28.441,                      -77.500,                            -58.641,                            0.000,                             43.600,                               70.000,                                0.000,                               -50.485,                                  330.553,                    20.241,                 14792.349,                    174.289,                          -0.223,                           0.167,               20.448,            0.781,            2.236,                  0.000,                0.000,            6.060,            0.497,                   ,                19.316,                45.000,                74.784,                45.000,                30.000,                18.000,     117.601,     114.123,      62.142,      21.899,       9.245,       3.985,          159.489,           17.921,               0.000,           0.797,           0.161,              0.000,               0.005,               0.009,                  0.000,                     ,                1.917,                  1.917,                3.016,        346.750,               0.690,              0.000,        2.343,         150.000,                          12.183,               0.000,                       0.053,                       0.053,       0.636,       1.000,                 177.410,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                  0.959,                        9.875,                        9.875,                                    648.300
MCSPTestBase, 1998-12-06,                           -9.569,                                    4.105,                          -2.855,                         50.000,                          -7.853,                            0.000,                            14.638,                               -4.833,                                 19.917,                  230.637,                  285.000,                           0.000,                     -204.569,                      -30.358,                      -78.024,                            -58.641,                            0.000,                             43.900,                               70.000,                                0.000,                               -52.899,                                  329.917,                    20.068,                 14792.291,                    174.639,                          -0.265,                           0.162,                7.245,            0.563,            0.677,                  0.000,                0.000,            2.124,            0.524,                   ,                19.138,                44.517,                73.982,                45.000,                30.000,                18.000,     117.537,     113.909,      61.713,      21.899,       9.243,       3.984,          170.453,           19.139,               0.000,           0.852,           0.172,              0.000,               0.005,               0.009,                  0.000,                     ,                1.240,                  1.240,                1.240,        353.375,               0.712,              0.000,        2.487,         150.000,                          11.095,               0.000,                       0.066,                       0.066,       1.000,       1.000,                 189.593,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                  1.025,                       12.183,                       12.183,                                    661.550
MCSPTestBase, 1998-12-07,                          -10.227,                                    4.244,                          -2.855,                         50.000,                          -7.853,                            0.000,                            14.758,                               -4.899,                                 19.207,                  228.260,                  285.000,                           0.000,                     -210.876,                      -31.598,                      -78.703,                            -58.641,                            0.000,                             44.100,                               70.000,                                0.000,                               -54.363,                                  329.207,                    19.883,                 14792.226,                    174.986,                          -0.192,                           0.139,               21.540,            1.501,            2.690,                  0.000,                0.000,            6.307,            0.679,                   ,                18.585,                43.638,                73.037,                45.000,                30.000,                18.000,     117.497,     113.698,      61.329,      21.900,       9.241,       3.983,          180.439,           20.249,               0.000,           0.902,           0.182,              0.000,               0.005,               0.009,                  0.000,                     ,                1.898,                  1.898,                4.191,        360.350,               0.733,              0.000,        2.641,         150.000,                          12.244,               0.000,                       0.060,                       0.060,       0.453,       1.000,                 200.687,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                  1.084,                       11.095,                       11.095,                                    675.500
MCSPTestBase, 1998-12-08,                          -10.826,                                    4.396,                          -2.855,                         50.000,                          -7.853,                            0.000,                            14.854,                               -4.963,                                 18.575,                  234.953,                  285.000,                           0.000,                     -214.337,                      -33.496,                      -79.501,                            -58.641,                            0.000,                             54.000,                               70.000,                                0.000,                               -56.740,                                  328.575,                    19.626,                 14792.155,                    175.633,                          -0.184,                           0.152,               11.670,            1.281,            1.394,                  0.000,                0.000,            3.461,            0.798,                   ,                24.647,                45.009,                72.297,                45.000,                30.000,                18.000,     106.646,     123.831,      61.162,      21.901,       9.239,       3.982,          191.458,           21.473,               0.000,           0.957,           0.193,              0.000,               0.005,               0.009,                  0.000,                     ,                2.409,                  2.409,                2.675,        367.475,               0.754,              0.000,        2.802,         150.000,                          13.121,               0.000,                       0.066,                       0.066,       0.901,       1.000,                 212.931,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                  1.151,                       12.244,                       12.244,                                    689.750
MCSPTestBase, 1998-12-09,                          -11.487,                                    4.615,                          -2.855,                         50.000,                          -7.853,                            0.000,                            15.173,                               -5.102,                                 17.734,                  231.374,                  285.000,                           0.000,                     -220.106,                      -35.905,                      -80.792,                            -58.641,                            0.000,                             54.000,                               70.000,                                0.000,                               -50.047,                                  327.734,                    19.342,                 14792.066,                    176.248,                          -0.400,                           0.220,               19.630,            1.373,            2.611,                  0.000,                0.000,            5.769,            1.292,                   ,                22.539,                44.332,                71.503,                45.000,                30.000,                18.000,     104.633,     125.174,      60.994,      21.903,       9.236,       3.982,          203.267,           22.785,               0.000,           1.016,           0.205,              0.000,               0.005,               0.009,                  0.000,                     ,                2.287,                  2.287,                3.984,        374.625,               0.773,              0.000,        2.966,         150.000,                          13.806,               0.000,                       0.071,                       0.071,       0.574,       1.000,                 226.052,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                  1.221,                       13.121,                       13.121,                                    704.050
MCSPTestBase, 1998-12-10,                          -12.196,                                    4.867,                          -2.855,                         50.000,                          -7.853,                            0.000,                            15.416,                               -5.230,                                 16.910,                  228.358,                  285.000,                           0.000,                     -223.850,                      -38.193,                      -81.608,                            -58.641,                            0.000,                             54.000,                               70.000,                                0.000,                               -53.626,                                  326.910,                    19.091,                 14791.972,                    176.635,                          -0.366,                           0.251,               13.670,            0.815,            1.601,                  0.000,                0.000,            3.743,            0.815,                   ,                21.234,                43.474,                70.649,                45.000,                30.000,                18.000,     103.850,     125.433,      60.812,      21.904,       9.234,       3.981,          215.693,           24.166,               0.000,           1.078,           0.217,              0.000,               0.005,               0.009,                  0.000,                     ,                2.201,                  2.201,                2.416,        380.100,               0.787,              0.000,        3.092,         150.000,                          11.015,               0.000,                       0.075,                       0.075,       0.911,       1.000,                 239.858,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                  1.296,                       13.806,                       13.806,                                    715.000
MCSPTestBase, 1998-12-11,                          -12.942,                                    5.094,                          -2.855,                         50.000,                          -7.853,                            0.000,                            15.458,                               -5.299,                                 16.191,                  225.070,                  285.000,                           0.000,                     -229.495,                      -40.394,                      -82.812,                            -58.641,                            0.000,                             54.000,                               70.000,                                0.000,                               -56.642,                                  326.191,                    18.876,                 14791.894,                    177.058,                          -0.200,                           0.227,               20.310,            0.832,            2.573,                  0.000,                0.000,            5.645,            1.205,                   ,                19.747,                42.564,                69.759,                45.000,                30.000,                18.000,     103.492,     125.359,      60.624,      21.905,       9.232,       3.980,          225.606,           25.267,               0.000,           1.128,           0.227,              0.000,               0.005,               0.009,                  0.000,                     ,                2.084,                  2.084,                3.405,        386.400,               0.802,              0.000,        3.239,         150.000,                          13.159,               0.000,                       0.059,                       0.059,       0.612,       1.000,                 250.873,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                  1.355,                       11.015,                       11.015,                                    727.600
MCSPTestBase, 1998-12-12,                          -13.536,                                    5.293,                          -2.855,                         50.000,                          -7.853,                            0.000,                            15.587,                               -5.384,                                 15.552,                  222.142,                  285.000,                           0.000,                     -233.965,                      -42.477,                      -83.745,                            -58.641,                            0.000,                             54.000,                               70.000,                                0.000,                               -59.930,                                  325.552,                    18.685,                 14791.833,                    177.594,                          -0.244,                           0.200,               14.793,            1.333,            2.215,                  0.000,                0.000,            4.470,            0.933,                   ,                18.620,                41.683,                68.839,                45.000,                30.000,                18.000,     102.966,     125.213,      60.438,      21.907,       9.230,       3.980,          237.449,           26.583,               0.000,           1.187,           0.239,              0.000,               0.005,               0.009,                  0.000,                     ,                1.994,                  1.994,                3.548,        394.175,               0.819,              0.000,        3.421,         150.000,                          16.967,               0.000,                       0.071,                       0.071,       0.562,       1.000,                 264.032,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                  1.426,                       13.159,                       13.159,                                    743.150
MCSPTestBase, 1998-12-13,                          -14.247,                                    5.473,                          -2.855,                         50.000,                          -7.853,                            0.000,                            15.871,                               -5.503,                                 14.677,                  221.285,                  285.000,                           0.000,                     -238.941,                      -44.471,                      -84.759,                            -58.641,                            0.000,                             56.200,                               70.000,                                0.000,                               -62.858,                                  324.677,                    18.460,                 14791.781,                    178.457,                          -0.344,                           0.180,               14.696,            2.100,            2.715,                  0.000,                0.000,            4.977,            1.014,                   ,                19.464,                40.929,                67.892,                45.000,                30.000,                18.000,     101.695,     125.352,      60.268,      21.909,       9.227,       3.979,          252.719,           28.280,               0.000,           1.264,           0.255,              0.000,               0.005,               0.009,                  0.000,                     ,                2.043,                  2.043,                4.815,        405.037,               0.841,              0.000,        3.677,         150.000,                          25.072,               0.000,                       0.092,                       0.092,       0.424,       1.000,                 280.999,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                  1.518,                       16.967,                       16.967,                                    764.874
MCSPTestBase, 1998-12-14,                          -15.163,                                    5.690,                          -2.855,                         50.000,                          -7.853,                            0.000,                            16.457,                               -5.711,                                 13.382,                  218.496,                  285.000,                           0.000,                     -243.954,                      -46.515,                      -85.753,                            -58.641,                            0.000,                             56.400,                               70.000,                                0.000,                               -63.715,                                  323.382,                    18.267,                 14791.703,                    178.815,                          -0.596,                           0.217,               17.993,            0.756,            2.618,                  0.000,                0.000,            5.013,            0.994,                   ,                18.424,                40.172,                66.899,                45.000,                30.000,                18.000,     100.493,     125.367,      60.110,      21.911,       9.225,       3.978,          275.284,           30.787,               0.000,           1.376,           0.277,              0.000,               0.005,               0.009,                  0.000,                     ,                1.995,                  1.995,                3.374,        411.187,               0.852,              0.000,        3.820,         150.000,                          14.912,               0.000,                       0.135,                       0.135,       0.591,       1.000,                 306.071,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                  1.654,                       25.072,                       25.072,                                    777.174
MCSPTestBase, 1998-12-15,                          -16.517,                                    5.879,                          -2.855,                         50.000,                          -7.853,                            0.000,                            16.545,                               -5.782,                                 12.012,                  284.185,                  285.000,                           0.000,                     -248.814,                      -48.510,                      -86.702,                            -58.641,                            0.000,                             56.400,                              140.000,                                0.000,                               -66.504,                                  322.012,                    18.028,                 14791.613,                    179.315,                          -0.205,                           0.189,               16.972,            0.773,            2.589,                  0.000,                0.000,            4.860,            0.948,                   ,                38.725,                69.383,                83.077,                45.000,                30.000,                18.000,      44.945,     145.005,      94.699,      21.914,       9.223,       3.978,          288.705,           32.278,               0.000,           1.444,           0.291,              0.000,               0.005,               0.009,                  0.000,                     ,                3.362,                  3.362,                3.362,        418.037,               0.863,              0.000,        3.980,         150.000,                          17.225,               0.000,                       0.081,                       0.081,       1.000,       1.000,                 320.983,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                  1.734,                       14.912,                       14.912,                                    790.874
MCSPTestBase, 1998-12-16,                          -17.322,                                    6.125,                          -3.274,                         50.000,                          -7.853,                            0.000,                            16.716,                               -5.889,                                 10.725,                  281.026,                  285.000,                           0.000,                     -252.160,                      -51.872,                      -87.345,                            -58.641,                            0.000,                             56.400,                              140.000,                                0.000,                                -0.815,                                  320.725,                    17.758,                 14791.512,                    179.904,                          -0.310,                           0.246,               11.123,            0.756,            1.759,                  0.000,                0.000,            3.346,            0.644,                   ,                34.290,                65.321,                88.415,                45.000,                30.000,                18.000,      40.029,     136.411,     107.079,      21.917,       9.221,       3.977,          304.207,           34.001,               0.000,           1.521,           0.306,              0.000,               0.005,               0.009,                  0.000,                     ,                2.515,                  2.515,                2.515,        425.837,               0.875,              0.000,        4.159,         150.000,                          20.406,               0.000,                       0.093,                       0.093,       1.000,       1.000,                 338.208,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                  1.827,                       17.225,                       17.225,                                    806.474
MCSPTestBase, 1998-12-17,                          -18.252,                                    6.417,                          -3.350,                         50.000,                          -7.853,                            0.000,                            16.934,                               -6.021,                                  9.632,                  277.501,                  285.000,                           0.000,                     -256.252,                      -54.387,                      -88.121,                            -58.641,                            0.000,                             56.600,                              140.000,                                0.000,                                -3.974,                                  319.632,                    17.498,                 14791.414,                    180.481,                          -0.379,                           0.292,               13.589,            0.688,            2.261,                  0.000,                0.000,            4.092,            0.776,                   ,                32.195,                63.097,                89.210,                45.000,                30.000,                18.000,      37.721,     133.965,     110.624,      21.920,       9.219,       3.977,          322.572,           36.041,               0.000,           1.613,           0.324,              0.000,               0.005,               0.009,                  0.000,                     ,                2.949,                  2.949,                2.949,        433.887,               0.886,              0.000,        4.342,         150.000,                          21.943,               0.000,                       0.110,                       0.110,       1.000,       1.000,                 358.614,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                  1.937,                       20.406,                       20.406,                                    822.574
MCSPTestBase, 1998-12-18,                          -19.354,                                    6.709,                          -3.350,                         50.000,                          -7.853,                            0.000,                            17.152,                               -6.153,                                  8.443,                  287.171,                  285.000,                           0.000,                     -258.008,                      -57.336,                      -88.450,                            -58.641,                            0.000,                             67.700,                              140.000,                                0.000,                                -7.499,                                  318.443,                    17.302,                 14791.346,                    181.052,                          -0.379,                           0.292,                5.669,            0.284,            0.817,                  0.000,                0.000,            1.756,            0.329,                   ,                37.013,                65.215,                91.944,                45.000,                30.000,                18.000,      31.239,     132.790,     116.849,      21.923,       9.218,       3.976,          342.321,           38.236,               0.000,           1.712,           0.344,              0.000,               0.005,               0.009,                  0.000,                     ,                1.101,                  1.101,                1.101,        441.987,               0.896,              0.000,        4.521,         150.000,                          22.979,               0.000,                       0.118,                       0.118,       1.000,       1.000,                 380.557,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                  2.056,                       21.943,                       21.943,                                    838.774
MCSPTestBase, 1998-12-19,                          -20.539,                                    6.934,                          -3.439,                         50.000,                          -7.853,                            0.000,                            17.459,                               -6.290,                                  7.000,                  281.341,                  285.000,                           0.000,                     -263.317,                      -58.437,                      -89.434,                            -58.641,                            0.000,                             67.700,                              140.000,                                0.000,                                 2.171,                                  317.000,                    17.072,                 14791.275,                    181.824,                          -0.395,                           0.225,               16.006,            1.506,            3.341,                  0.000,                0.000,            5.309,            0.984,                   ,                32.718,                64.226,                91.397,                45.000,                30.000,                18.000,      27.665,     132.639,     118.988,      21.926,       9.216,       3.976,          363.002,           40.534,               0.000,           1.815,           0.365,              0.000,               0.005,               0.009,                  0.000,                     ,                4.847,                  4.847,                4.847,        452.637,               0.907,              0.000,        4.751,         150.000,                          31.564,               0.000,                       0.124,                       0.124,       1.000,       1.000,                 403.535,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                  2.180,                       22.979,                       22.979,                                    860.074
MCSPTestBase, 1998-12-20,                          -21.780,                                    7.207,                          -3.468,                         50.000,                          -7.853,                            0.000,                            17.930,                               -6.482,                                  5.451,                  274.849,                  285.000,                           0.000,                     -270.812,                      -63.285,                      -90.807,                            -58.641,                            0.000,                             67.700,                              140.000,                                0.000,                                -3.659,                                  315.451,                    16.794,                 14791.169,                    182.520,                          -0.552,                           0.273,               22.715,            1.903,            5.021,                  0.000,                0.000,            7.495,            1.374,                   ,                30.570,                60.956,                90.323,                45.000,                30.000,                18.000,      26.417,     130.327,     120.664,      21.930,       9.214,       3.975,          391.409,           43.690,               0.000,           1.957,           0.393,              0.000,               0.005,               0.009,                  0.000,                     ,                5.118,                  5.118,                6.923,        463.262,               0.917,              0.000,        4.970,         150.000,                          32.979,               0.000,                       0.170,                       0.170,       0.739,       1.000,                 435.099,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                  2.350,                       31.564,                       31.564,                                    881.324
MCSPTestBase, 1998-12-21,                          -23.485,                                    7.549,                          -3.468,                         50.000,                          -7.853,                            0.000,                            18.243,                               -6.650,                                  3.602,                  269.454,                  285.000,                           0.000,                     -276.402,                      -68.402,                      -91.823,                            -58.641,                            0.000,                             67.700,                              140.000,                                0.000,                               -10.151,                                  313.602,                    16.510,                 14791.032,                    182.907,                          -0.486,                           0.341,               18.991,            0.807,            3.572,                  0.000,                0.000,            5.590,            1.015,                   ,                29.092,                58.501,                88.861,                45.000,                30.000,                18.000,      25.819,     128.641,     121.267,      21.935,       9.213,       3.975,          421.090,           46.988,               0.000,           2.105,           0.423,              0.000,               0.005,               0.009,                  0.000,                     ,                4.379,                  4.379,                4.379,        470.737,               0.923,              0.000,        5.118,         150.000,                          24.059,               0.000,                       0.178,                       0.178,       1.000,       1.000,                 468.078,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                  2.528,                       32.979,                       32.979,                                    896.274
MCSPTestBase, 1998-12-22,                          -25.265,                                    7.910,                          -3.468,                         50.000,                          -7.853,                            0.000,                            18.210,                               -6.735,                                  1.939,                  265.012,                  285.000,                           0.000,                     -280.327,                      -72.782,                      -92.531,                            -58.641,                            0.000,                             67.700,                              140.000,                                0.000,                               -15.546,                                  311.939,                    16.207,                 14790.892,                    183.452,                          -0.243,                           0.362,               12.181,            1.219,            2.516,                  0.000,                0.000,            3.925,            0.708,                   ,                28.041,                56.678,                87.292,                45.000,                30.000,                18.000,      25.531,     127.623,     121.281,      21.940,       9.211,       3.975,          442.743,           49.394,               0.000,           2.214,           0.445,              0.000,               0.005,               0.009,                  0.000,                     ,                3.734,                  3.734,                3.734,        480.312,               0.929,              0.000,        5.299,         150.000,                          31.804,               0.000,                       0.130,                       0.130,       1.000,       1.000,                 492.137,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                  2.658,                       24.059,                       24.059,                                    915.424
MCSPTestBase, 1998-12-23,                          -26.565,                                    8.312,                          -3.468,                         50.000,                          -7.853,                            0.000,                            18.311,                               -6.865,                                  0.669,                  261.025,                  285.000,                           0.000,                     -284.462,                      -76.516,                      -93.273,                            -58.641,                            0.000,                             67.700,                              140.000,                                0.000,                               -19.988,                                  310.669,                    15.908,                 14790.734,                    183.791,                          -0.373,                           0.401,               13.999,            0.700,            2.544,                  0.000,                0.000,            4.135,            0.742,                   ,                27.191,                55.151,                85.683,                45.000,                30.000,                18.000,      25.462,     126.389,     121.046,      21.946,       9.209,       3.975,          471.367,           52.574,               0.000,           2.357,           0.473,              0.000,               0.005,               0.009,                  0.000,                     ,                3.244,                  3.244,                3.244,        487.962,               0.934,              0.000,        5.436,         150.000,                          26.162,               0.000,                       0.172,                       0.172,       1.000,       1.000,                 523.941,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                  2.830,                       31.804,                       31.804,                                    930.724
MCSPTestBase, 1998-12-24,                          -28.282,                                    8.723,                          -3.468,                         50.000,                          -7.853,                            0.000,                            18.193,                               -6.940,                                 -0.855,                  255.548,                  285.000,                           0.000,                     -289.767,                      -79.760,                      -94.221,                            -58.641,                            0.000,                             67.700,                              140.000,                                0.000,                               -23.975,                                  309.145,                    15.644,                 14790.584,                    184.000,                          -0.218,                           0.411,               18.935,            1.106,            3.536,                  0.000,                0.000,            5.305,            0.948,                   ,                26.120,                53.118,                83.310,                45.000,                30.000,                18.000,      26.169,     124.924,     120.620,      21.951,       9.208,       3.974,          494.912,           55.190,               0.000,           2.475,           0.497,              0.000,               0.005,               0.009,                  0.000,                     ,                4.530,                  4.530,                4.641,        494.037,               0.937,              0.000,        5.540,         150.000,                          21.222,               0.000,                       0.141,                       0.141,       0.976,       1.000,                 550.103,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                  2.971,                       26.162,                       26.162,                                    942.874
MCSPTestBase, 1998-12-25,                          -29.695,                                    9.098,                          -3.468,                         50.000,                          -7.853,                            0.000,                            17.988,                               -6.984,                                 -2.019,                  250.219,                  285.000,                           0.000,                     -295.426,                      -84.290,                      -95.228,                            -58.641,                            0.000,                             67.700,                              140.000,                                0.000,                               -29.452,                                  307.981,                    15.425,                 14790.455,                    184.176,                          -0.126,                           0.375,               20.356,            1.077,            3.809,                  0.000,                0.000,            5.659,            1.007,                   ,                25.003,                51.330,                80.885,                45.000,                30.000,                18.000,      26.981,     123.717,     120.060,      21.956,       9.207,       3.974,          514.012,           57.312,               0.000,           2.570,           0.516,              0.000,               0.005,               0.009,                  0.000,                     ,                4.322,                  4.322,                4.886,        499.987,               0.940,              0.000,        5.638,         150.000,                          21.144,               0.000,                       0.115,                       0.115,       0.885,       1.000,                 571.324,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                  3.086,                       21.222,                       21.222,                                    954.774
MCSPTestBase, 1998-12-26,                          -30.841,                                    9.419,                          -3.468,                         50.000,                          -7.853,                            0.000,                            17.815,                               -7.022,                                 -2.954,                  244.949,                  285.000,                           0.000,                     -301.967,                      -88.612,                      -96.388,                            -58.641,                            0.000,                             67.700,                              140.000,                                0.000,                               -34.781,                                  307.046,                    15.219,                 14790.337,                    184.401,                          -0.110,                           0.321,               22.462,            0.997,            4.424,                  0.000,                0.000,            6.541,            1.160,                   ,                23.751,                49.724,                78.474,                45.000,                30.000,                18.000,      27.719,     122.621,     119.452,      21.961,       9.206,       3.974,          533.041,           59.427,               0.000,           2.665,           0.535,              0.000,               0.005,               0.009,                  0.000,                     ,                4.110,                  4.110,                5.422,        507.437,               0.944,              0.000,        5.754,         150.000,                          26.938,               0.000,                       0.114,                       0.114,       0.758,       1.000,                 592.468,                 800.000,            696.000,                                   726.487,                                1470.745,       1681.159,                  3.200,                       21.144,                       21.144,                                    969.674
